;plot_id;Biomass;plot;ABMMO;acacm;ACACO;adizo;UK1;AGECO;alblu;amlmi;ZNODU;atdve;atdso;apooc;adapo;bwusol;BIDPI;BLUSO;BOEER;srpqu;BRNPA;BUDAS;cajcr;llrat;cwsgr;celpa;CLLAS;UK3;EUPOD;cogqu;COMBE;ERISU;CRSCR;KXLFO;cklba;CYNDA;CYPLX;CYPIR;UK2;CZTPA;dagri;dagov;DEDGA;DEDVE;DIGMB;DIGTI;DMCLO;DIUAL;DIUNU;DOSMA;ELEIN;eblts;euocc;EPHHI;EPHHL;FIUHS;FIUHT;FLCJA;fleso;AIIGA;gadso;GUGPI;gigab;glfob;grwab;HPWAR;hrspe;HYOAU;IMPCY;laeto;ETNBI;lqzru;LEFCH;lidlt;lidsp;LISMO;lisse;MCRDE;mbeto;MLLBA;MANES;mkmst;RHYRE;MIKMI;mijpc;MIMIN;MTCVI;mtgro;MOLST;MOMCH;MUCPR;MUYKO;MUBSS;rxlin;OXACO;paepi;PANNT;PANBR;PANRE;PASCO;PESPO;ocoln;PHRKA;PYLAM;PHYMI;prdse;PSIGU;pufmc;PUEPH;SALSS;SCFDU;selhl;CASSM;sjngr;ptmsia;SIDAC;smiov;SOLVE;SOLAM;SPLPA;stjcr;srlla;srunr;SBWAS;sysra;syzal;tcxim;ckssu;tssla;THNGR;thsla;TOUSS;TREOR;tvepa;VENSS;VIXQU;UK4;season;s;Easting;Northing;crop_annual;crop_trees
35;ULR3-D16;157.644;ULR3;0;0;0;0;0;108.8;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0.01;0;234.6;5;0;0;0;0;0;0;0;0;0;0;0;0;121.6;0.01;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;10;3.2;0;0;0;0;0;0;0;1;0;0;0;0;27;0.8;0;0;0;0;0;0;0;0;2.2;0;0.2;0;0;0;0;0;0;2.4;0.8;0;0;0;0;0;0;0;3.4;0;0;0;0;0;0;0;0;0;D16;D;652895.16575;2213139.914;ULR;none
36;ULR3-D17;166.188;ULR3;0;0;0;0;0;151;0;0;0;0;0;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;1.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1.6;0;0;0;0;0;0;0;1.6;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.4;0;0;0;0;0;0;0;1.6;0;0;0;0;0;0;0;0;0;D17;D;652895.16575;2213139.914;M;none
37;ULR3-D18;197.312;ULR3;0;0;0;0;0.2;203;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;116.4;3.4;0;0;20.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;19;4.4;0;0;0;0;0;0;0;1.8;0;0;0.6;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.8;0;0;0;0;0;0;0;0;0;D18;D;652895.16575;2213139.914;ULR;none
38;ULR3-R16;1.574;ULR3;0;0;0;0;0;48.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R16;R;652895.16575;2213139.914;M;none
39;ULR3-R17;27.562;ULR3;0;0;0;0;0;510.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85.4;0;0;0;0;0;0;0;1.8;0;0;0;0;0;4;0;0.4;0;0;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0;0;0.6;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;14;5.2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;1.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0.01;0;0;0;0;0;0;0;R17;R;652895.16575;2213139.914;ULR;none
40;ULR4-D16;64.936;ULR4;0;0;0;0;0;16.8;0;0;0;0;0;0.01;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;175.8;2.4;0.01;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.02;3;4;0;0;0;0;0;0.2;0;0.4;2;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;8;0;D16;D;651676.141;2214007.3745;ULR;none
41;ULR4-D17;74.84;ULR4;0;0;0;0;0;24.2;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;39.2;0;0;0;0;0;0;0;0;0;26.18;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0.4;14.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0;0;0;0;0;0;13.1;0;D17;D;651676.141;2214007.3745;M;none
42;ULR4-D18;62.448;ULR4;0;0;0;0;0;208.2;0;0;0;0;0;0;0;0;1;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;35.2;3.6;0;0;0;0;0.2;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0.2;0;0;0;0;0;0;0;0;0;0;0;25.8;0;0;0;0;0;0;0;0;9;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;1.4;0;0;0;0;0;0;0;3.6;0;0;1.6;0;0;0;0.8;1;0;D18;D;651676.141;2214007.3745;ULR;none
43;ULR4-R16;30.282;ULR4;0;0;0;0;1.4;1134;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;145.8;0.4;0;0;0;0;0;0;0.4;0;0.04;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0;2.2;0;0;0;0;0;0;0;0;0;0;0;0;49.2;0;0;0;0;0;0;0;0.2;13.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46.8;0;0;0;0;0.05;0;0;0;0;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;R16;R;651676.141;2214007.3745;M;none
44;ULR4-R17;3.612;ULR4;0;0;0;0;1.8;210.2;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.4;2.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6;0;0;0;0;0;0;0;0;0;0;0;0;8.8;0;0;0;0;0;0;0;0;0;0;0;0;1.4;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0;2;0;R17;R;651676.141;2214007.3745;ULR;none
45;ULR5-D16;33.75;ULR5;0;0;0;0;0;2.2;0;0;0;0;0;0.01;0;0;0;0;0;0;0;0;0;0;0.02;0;0;0;0;0;0;10.8;0.2;0;0;0;0;0;0;0;0;0.03;0;0;0;0;0;0;0;0.17;0;0;0;1;0;0;0;0.01;0;0;0;0;0;0;0;0;0.01;0;0;0;0;0.18;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.8;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0.4;0;0;0;0.02;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;D16;D;652128.895;2212917.15725;ULR;none
46;ULR5-D17;70.574;ULR5;0;0;0.06;0;0;91.4;0;0;0.01;0;0;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;111.8;0.2;0;0.01;0;0;0;0;0;0;0.03;0;0;0;0;0;0;0;0.11;0;0.02;0;3.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.09;0;0;0;0;0;0;0;0;0;0;0;0;0.06;4;2;0;0;0;0;0;0;0;0;0.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D17;D;652128.895;2212917.15725;F;yes
47;ULR5-D18;39.308;ULR5;0;0;0;0;0;117.8;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;165.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;14;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54.4;0;0.6;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;D18;D;652128.895;2212917.15725;F;yes
48;ULR5-R16;31.652;ULR5;0;0;0.03;0;0;68;0;0;0;0;0;0.01;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;0.2;0;0;0;0;0;0;0;0;0.03;0;0;0;0;0.02;0;0;1.06;0;0;0;8.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.11;17.6;0;3.8;0.01;0;0;0;0;0;0;0;0;5.12;0;9.2;0;0;0;0;0;0;0;0;13.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;2.8;0;0;0;0;0;0;0;0;0;R16;R;652128.895;2212917.15725;F;yes
49;ULR5-R17;14.122;ULR5;0;0;0;0;0;28.2;0;0;0;0;0;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;165.8;0.4;0;0.02;0.6;0;0;0;0;1.05;0;1.01;0;0;0;0;0;0;0.08;0.2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.8;0;0;0;0;0;0;0;0;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0.2;R17;R;652128.895;2212917.15725;F;yes
50;YR1-D16;0;YR1;0;0;0;0;0;9.6;0;0;0;0;0;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;178;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;30.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D16;D;652452.22625;2214021.886;M;yes
51;YR1-D17;56.266;YR1;0;0;0;0;0;216.6;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;2;0;0;0;0;0.4;39.6;1.2;0;0;0;0;0;0;0;0.02;0;0;0;0;1.8;0;0;0;0;0;0;0;0.8;0;0;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0.2;0;0;0;0;0;0;0.01;0;0;0;0;0;0;10.4;0;0;0;0;0;0;0;4.4;0.02;0;0;0;0;0.6;0;0;0;0;0;0;0;0;3.4;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0.8;13.2;0;0;2.6;0;1;0;0;0;0;D17;D;652452.22625;2214021.886;ULR;yes
52;YR1-D18;8.512;YR1;0;0;0;0;0;86.2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;36.6;0.8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;32.6;0;0;0;0;0;0;0;24.6;4;0;0;0;0;0.2;0;0;0.2;0;0;0;0;0;3.4;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;43.6;0;0;0.4;0;0;0;0;0;0;D18;D;652452.22625;2214021.886;F;yes
53;YR1-R16;0.596;YR1;0;0;0;0;0;11;0;0;0;0;0;0;0;0.01;0;0.4;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.8;5;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.6;0;0;0;0;0;0;0;0;0;R16;R;652452.22625;2214021.886;ULR;yes
54;YR1-R17;4.168;YR1;0;0;0;0.2;0;30.6;0;0;0;0.01;0;1.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.6;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.2;0;0;0;0;0;0;0;0.4;0.01;2.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0;0;16.4;0;0;2.2;0;0;0;0;0;0;R17;R;652452.22625;2214021.886;F;yes
55;YR2-D16;7.402;YR2;0;0;0;0;0;26;0;0;0;0.01;0;2.05;0;0;0;0;0;0;0;0;0;0.24;0;0;0;0;0.2;0;0;4.4;0;0;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1.4;0.01;1.2;0;0;0;0;0;0.4;0.01;0;0;0;0;1.2;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0;D16;D;652452.0115;2213945.887;M;yes
56;YR2-D17;80.44;YR2;0;0;0;0;0;26.8;0;0;0;0;0;0.05;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;15.6;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;1;7.8;0.01;0;0;0;0;0;0;0.2;6.1;0;0;0;1;3.4;0;0.4;2.6;0;0;0;0;0.4;2.2;0;0;0;0;0;0;0;0.02;0;0;0;0;0;0;0;0;0;0.2;0;0;3;0;0;0;0;0;0;D17;D;652452.0115;2213945.887;ULR;yes
57;YR2-D18;12.794;YR2;0;0;0;0;0;71.6;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;16.8;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;9.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0.6;0;0;0;0;1;4.4;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;6.6;0;0;1;0;0;0;0;0;0;D18;D;652452.0115;2213945.887;F;yes
58;YR2-R16;15.398;YR2;0;0;0;0;0;796.8;0;0;0;0;0;0;0;0;0;0.4;1.4;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0.2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.4;0;0;1;0;0;0;0;0;0;0;0;0.11;0;16.2;0;0;0;0;0;0;0;0;0;6.4;0;0;1.6;0;0;0;1.8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R16;R;652452.0115;2213945.887;ULR;yes
59;YR2-R17;12.084;YR2;0;0;0;0.4;0;25.2;0;0;0;0;0;1.06;0;0;0;4.4;0;0;0;0;0.01;1.12;0;0;0;0;0;0;0;1.8;0;0;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0.8;0;0;0;0;0;0;0.01;0;0;0;0;0;0;0;0;0;0;0;17.6;0;0;0;0;0;0;0;0;0;0;0;0;0;46.6;0;0;0;0;0;0;0;0;3.04;1.4;0;0;0;1.2;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;12.8;0;0;1.2;0;0;0;0;0;0;R17;R;652452.0115;2213945.887;F;yes
60;YR3-D16;18.486;YR3;0;0;0;0;0;23.8;0;0;0.01;0;0;0;0.01;0;0.2;0;0;0;0.01;0;0;0;0;0;0;0;0;0.01;0;77;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;1.8;0;1.16;1.2;0;0;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06;0;0;0;0;0;0;0;0;0;0;0;0;1.01;0;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D16;D;651974.3995;2213042.18775;M;yes
61;YR3-D17;169.322;YR3;0;0;0;0;0;936.8;0;0;0.01;0;0;0;0.01;0;0.4;0;0;0.02;0;0;0;0;0;0;0;0;1;0.01;0;116;0.4;0;0;0;0;0;0;0;2;0.01;0;0;0;0;0;0;0;0;0;0;1.23;0.8;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0.01;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0;1.2;0;0;0;0;0;0;0;5.4;0;0;0.4;0;0;0;0;0;0;D17;D;651974.3995;2213042.18775;F;yes
62;YR3-D18;26.53;YR3;0;0;0;0;0;326.8;0;0;0;0;0;0;0;0;33.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50.8;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.2;0;0;0;0;0;0;0;0.2;0;0;0;0;0;2.2;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.4;0;0;0;0;0;0;0;0;0;D18;D;651974.3995;2213042.18775;F;yes
63;YR3-R16;373.412;YR3;0;0;0;0;0;709.8;0;0;0.02;0;0;0;0.01;0;0.8;0.8;0;0;0;0;0;0;0;0;0;0;0.2;0;0;132;0.8;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;1.8;0;3.14;2.2;0;0;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02;2;7;0;0;0;0;0;0;0;0;0;0;0;0;24.8;0;0;0;0;0;0.2;0;0.2;0;0;0;0;0;6.6;0;0;0;0;0;0;0;0;0;0;169.6;0;0;0;0;0;0;0.2;0.2;0;0;0;0;0;0;0;12.6;0;0;0;0;0.01;0;0;0;0;R16;R;651974.3995;2213042.18775;F;yes
64;YR3-R17;21.72;YR3;0;0;0;0;0;746.8;0;0;0.01;0;0;0;0.01;0;24.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0.24;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;1;0;0;0;0;0;0;0;0;0;0;0;0;0;20.2;0;0;0;0;0;0;0;0;0.01;0;0;0;1.4;3.4;0;0;0;0;0;0;0;0;0;0;141.6;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0.2;11.2;0;0;0;0;0;0;0;0;0;R17;R;651974.3995;2213042.18775;F;yes
65;YR4-D16;26.676;YR4;0;0;0;0;0;189.4;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1.01;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0;0;0;0.01;0;0;0;0;0;0;0;0;0;7;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D16;D;652227.633;2212915.977;M;yes
66;YR4-D17;181.492;YR4;0;0;0;0;0;298.4;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;21.2;0;0;0;0;0;3.8;0;0;0;0;0;0;0;0;0;0;0;0.01;0;0;0;1.8;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0.01;0;0;0;0.01;0;0;0;0;0;0;0;0;0;14;5.4;0;0;0;0;0;0;0;0;0;0;0;0;0;43.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D17;D;652227.633;2212915.977;F;yes
67;YR4-D18;70.548;YR4;0;0;0;0;0;30;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;6.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.6;0;0;0;0;0;0;0;0;0;D18;D;652227.633;2212915.977;F;yes
68;YR4-R16;138.786;YR4;0;0;0;0;0;3998.8;0;0;0;0;0;0;0;0;3.2;0;0;0;0;0;0;0;0;0;0;0.4;0;0.01;0;17;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;2;0.01;0;0;0;2.2;0;1;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0.8;0.02;0;0;0;0.01;0;0;0;0;0;0;0;0;0;13;15.2;0;0;1;0;0;0;0.01;0;0;0;0;0;0;24.4;0;0;0;0;0;0;0;0;0;0;2.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R16;R;652227.633;2212915.977;F;yes
69;YR4-R17;54.05;YR4;0;0;0;0;0;287.6;0;0;0;0;0;0.01;0;0;14.6;0.4;0;0;0;0;0;0;0;0;0;0;2;1;0;1.2;0.2;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0.4;0;0.01;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;10.8;0;0;0;1.02;0;0;0;0;0;0;0;0;0;0;0;0;0;32;11;0;0;0;0;0;0;0;0;0;0;0;0;0;3.4;0;0;0;0;0;0;0;0.2;0;0;0.4;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;9.6;0;0;0;0;0;0.02;0;0;0;R17;R;652227.633;2212915.977;F;yes
70;YR5-D16;10.176;YR5;0;0;0;0;0;73.6;0;0;0;0;0;0;0;0;24;1.8;0;0;0;0;0;0;0;0;0;0;1;0;0;41.2;4.4;0;1;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0.01;0;0;0;14.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;7.6;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;9.4;0;0;0;0;0;0;0;0;3.4;2.8;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;D16;D;651696.6285;2213969.31575;M;yes
71;YR5-D17;134.764;YR5;0;0;0;0;0;154.6;0;0;0;0;0;0;0;0;49.2;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0;4.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0.01;0;0;0;0;0;0;5.4;0;0;0;0;0;0;0;0;2.02;0;0;0;0.2;1.4;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0.2;0;0;0;0;0;0;D17;D;651696.6285;2213969.31575;F;yes
72;YR5-D18;132.838;YR5;0;0;0;0;0;113.8;0;0;0;0;0;0;0;0;536.4;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;3.8;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;3.4;0.8;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;5.8;0;0;0;0;0.2;3.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;4.2;0;0;0.6;0;0;0;0;0;0;D18;D;651696.6285;2213969.31575;F;yes
73;YR5-R16;183.998;YR5;0;0;0;0;0;6921.6;0;0;0;0;0;0;0;0;2.8;0.2;0;0;0;0;0;0;0;0;0;0;0.8;0;0;60.2;9;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.6;0;0;0;0;0;0;0;4.8;0;0.6;0;0;1.4;0;0;0;0.4;0;0;0;0;0;0;0;36.2;0;0;0;0;0;0;0;0.2;0.01;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;R16;R;651696.6285;2213969.31575;F;yes
